ETL Name,Session Name,Session Seq,Mapping Name,Mapping Seq,Source Name,Source Seq,Target Name,Target Seq,Query Type,Tables Referred
wf_EL_ACT_INACT_NODE_MAP_DRR.xml,s_m_EL_ACT_INACT_NODE_MAP_DRR,1,m_EL_ACTIVE_INACT_NODE_MAP_DRR,1,SQ_EL_ACT_INACT_NODE_MAP_DRR,1,EL_ACT_INACT_NODE_MAP_DRR,1,Sql Query,$$STGDB.ST_ACT_INACT_NODE_MAP_DRR
wf_EL_ACT_INACT_NODE_MAP_DRR.xml,s_m_EL_ACT_INACT_NODE_MAP_DRR,1,m_EL_ACTIVE_INACT_NODE_MAP_DRR,1,SQ_EL_ACT_INACT_NODE_MAP_DRR,1,EL_ACT_INACT_NODE_MAP_DRR,1,Sql Query,$$COMREFVWDB.R_SALES_HIERARCHY
wf_EL_ACT_INACT_NODE_MAP_DRR.xml,s_m_EL_ACT_INACT_NODE_MAP_DRR,1,m_EL_ACTIVE_INACT_NODE_MAP_DRR,1,SQ_EL_ACT_INACT_NODE_MAP_DRR,1,EL_ACT_INACT_NODE_MAP_DRR,1,TgtPre SQL,$$ETLVWDB.EL_ACT_INACT_NODE_MAP_DRR
